Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Zachary Bolduc,22,MTL,"LW,RW","$863,334",,,,75,59,11.48,1.65,0.01,13.14,14,15,29,5,4,9,0,0,0,92,29,22,17,13,97,0,144,260,82,219,8482737,,58.5,58.5
Devon Toews,31,COL,D,"$7,250,000",,,,76,58,19.72,1.12,2.62,23.46,6,29,35,0,4,4,0,1,1,27,76,13,0,0,95,20,104,282,0,220,8478038,,58.4,58.4
Michael Kesselring,26,BUF,D,"$1,400,000",,,,80,62,15.40,0.57,0.59,16.56,5,15,20,0,2,2,0,0,0,62,56,49,0,0,93,1,127,268,23,194,8480891,,63.0,62.4
Dylan DeMelo,32,WPG,D,"$4,900,000",,,,82,64,18.72,0.11,2.48,21.32,3,18,21,0,0,0,0,1,1,85,100,37,0,0,58,14,126,270,22,184,8476331,,64.0,64.0
Arseny Gritsyuk,24,NJD,RW,"$925,000",,,,76,59,13.78,1.39,0.32,15.48,15,18,33,4,3,7,0,0,0,82,29,13,12,7,144,1,125,271,137,261,8481721,,59.3,59.3
Fabian Zetterlund,26,OTT,"LW,RW","$4,275,000",,,,82,63,13.70,1.56,0.13,15.39,12,14,26,3,3,6,0,0,0,107,50,15,9,13,117,-10,133,266,71,227,8480188,,63.0,63.0
Jordan Staal,37,CAR,C,"$2,900,000",,,,74,58,12.83,0.12,2.30,15.25,11,16,27,0,0,0,1,1,2,101,34,23,627,460,77,4,127,269,308,298,8473533,,57.8,57.8
Cole Sillinger,22,CBJ,"C,RW","$2,250,000",,,,76,59,14.70,0.98,1.31,17.00,11,17,28,2,2,4,1,0,1,71,39,30,115,147,110,-4,120,274,131,232,8482705,,59.3,59.3
Jonathan Toews,37,WPG,C,"$2,000,000",,,,72,56,13.83,2.26,0.78,16.87,13,17,30,6,4,10,0,0,0,10,32,31,530,318,79,-13,125,273,307,281,8473604,,56.2,56.2
Teuvo Teravainen,31,CHI,"LW,RW","$5,400,000",,,,81,63,13.85,2.32,1.76,17.94,12,28,40,4,10,14,1,1,2,23,26,10,45,61,91,-2,130,267,68,216,8476882,,63.2,63.2
William Karlsson,33,VGK,C,"$5,900,000",,,,78,61,13.27,1.34,1.44,16.05,15,20,35,2,4,6,1,1,2,21,44,11,423,307,123,7,92,289,274,310,8476448,,62.0,60.9
Mackie Samoskevich,23,FLA,RW,"$775,000",,,,72,56,11.94,2.22,0.03,14.19,15,17,32,6,6,12,0,0,0,96,28,11,0,0,114,1,113,277,124,238,8482713,,56.2,56.2
Mikael Backlund,36,CGY,C,"$4,500,000",,,,79,60,13.75,1.19,2.41,17.35,12,17,29,1,2,3,1,1,2,41,31,17,571,522,136,1,116,275,298,319,8474150,,59.7,59.7
Michael Bunting,30,NSH,LW,"$4,500,000",,,,76,57,12.63,2.13,0.00,14.76,14,16,30,5,5,10,0,0,0,34,17,33,7,16,97,-7,86,293,24,202,8478047,,57.5,57.5
Damon Severson,31,CBJ,D,"$6,250,000",,,,74,58,18.30,0.80,0.90,20.00,6,20,26,1,3,4,0,0,0,52,77,31,0,0,71,4,106,280,2,188,8476923,,57.8,57.8
Phillip Danault,32,LAK,C,"$5,500,000",,,,79,61,14.01,1.46,1.62,17.08,9,22,31,2,4,6,0,1,1,52,44,20,471,415,93,6,108,279,289,282,8476479,,60.7,60.7
Rickard Rakell,32,PIT,"C,LW,RW","$5,000,000",,,,80,48,15.30,2.43,0.25,17.98,16,16,32,5,5,10,0,0,0,63,41,10,9,7,108,-2,112,278,50,227,8476483,,48.0,61.5
Jonathan Drouin,30,NYI,"LW,RW","$4,000,000",,,,72,55,14.25,3.32,0.01,17.59,12,28,40,3,10,13,0,0,0,17,20,16,47,49,72,7,86,294,24,203,8477494,,55.3,55.3
Garnet Hathaway,34,PHI,RW,"$2,400,000",,,,80,62,9.38,0.09,1.34,10.80,6,7,13,0,0,0,1,0,1,229,51,43,12,6,55,-2,100,283,111,182,8477903,,62.4,62.4
Ryan Strome,32,ANA,C,"$5,000,000",,,,80,62,13.54,2.24,0.13,15.91,10,21,31,2,5,7,0,0,0,34,24,42,315,468,96,-7,105,281,287,234,8476458,,62.4,62.4
Brett Howden,27,VGK,"C,LW","$2,500,000",,,,79,62,12.99,0.32,1.07,14.37,12,12,24,1,1,2,0,1,1,96,41,26,190,179,74,-1,91,291,29,212,8479353,,61.7,61.7
Gustav Forsling,29,FLA,D,"$5,750,000",,,,80,62,18.93,0.31,3.05,22.29,7,21,28,0,1,1,0,1,1,61,70,17,0,0,118,13,92,287,-12,229,8478055,,62.4,62.4
Matt Coronato,23,CGY,RW,"$6,500,000",,,,74,56,13.96,2.95,0.02,16.93,16,18,34,6,7,13,0,0,0,14,23,18,30,62,136,-10,92,288,103,240,8482679,,56.0,56.0
Warren Foegele,29,LAK,"LW,RW","$3,500,000",,,,82,63,12.67,0.61,1.27,14.55,16,15,31,1,1,2,1,0,1,67,28,23,17,25,126,8,99,284,37,239,8477998,,63.0,63.0
Josh Doan,23,BUF,"LW,RW","$925,000",,,,76,59,12.60,1.98,0.03,14.61,16,18,34,5,4,9,0,0,0,61,18,11,18,20,123,1,97,286,35,237,8482659,,59.3,59.3
Olen Zellweger,22,ANA,D,"$844,167",,,,76,59,16.97,1.98,0.17,19.11,7,17,24,1,6,7,0,0,0,33,74,21,0,0,113,-1,84,295,-20,213,8482803,,59.3,59.3
Luke Kunin,28,FLA,"C,LW,RW","$775,000",,,,76,59,10.55,0.55,1.81,12.92,8,7,15,1,1,2,0,1,1,124,52,35,200,220,67,-11,91,290,30,193,8479316,,59.3,59.3
Michael McCarron,30,NSH,C,"$900,000",,,,76,57,11.41,0.10,2.30,13.81,6,9,15,0,0,0,0,1,1,133,48,52,358,318,65,-5,63,303,245,229,8477446,,57.5,57.5
Anthony Mantha,31,PIT,"LW,RW","$2,500,000",,,,78,60,12.98,1.57,0.01,14.56,16,18,34,3,4,7,0,0,0,45,33,21,6,18,94,5,89,292,27,214,8477511,,59.9,59.9
Nicolas Roy,28,TOR,"C,RW","$3,000,000",,,,80,61,12.48,1.05,1.41,14.94,11,15,26,2,2,4,1,0,1,63,37,22,366,337,77,-2,78,296,90,236,8478462,,61.5,61.5
Ian Cole,36,UTA,D,"$2,800,000",,,,81,63,16.19,0.04,2.82,19.05,2,11,13,0,0,0,0,1,1,75,132,38,0,0,54,7,73,298,-31,171,8474013,,63.2,63.2
Brandt Clarke,22,LAK,D,"$863,334",,,,72,55,15.17,1.73,0.03,16.93,6,18,24,1,5,6,0,0,0,23,77,28,0,0,97,5,73,299,-31,202,8482730,,55.3,55.3
Bobby Brink,24,PHI,RW,"$1,500,000",,,,77,60,13.81,2.13,0.02,15.96,14,19,33,4,4,8,0,0,0,80,28,20,15,40,95,1,69,300,81,217,8481553,,60.1,60.1
Erik Cernak,28,TBL,D,"$5,200,000",,,,74,58,16.12,0.08,2.59,18.79,2,12,14,0,0,0,0,1,1,125,94,38,0,0,48,10,58,305,-46,166,8478416,,57.8,57.8
Pius Suter,29,STL,"C,LW","$4,125,000",,,,77,59,13.62,1.50,1.77,16.89,16,15,31,2,3,5,1,0,1,43,27,12,263,301,94,4,77,297,15,234,8480459,,59.2,59.2
Cam York,25,PHI,D,"$5,150,000",,,,78,61,19.32,0.88,2.25,22.45,5,18,23,1,4,5,0,1,1,34,116,22,0,0,64,4,67,302,-37,183,8481546,,60.9,60.9
Sean Couturier,33,PHI,C,"$7,750,000",,,,74,58,14.70,1.60,1.16,17.46,10,20,30,1,3,4,0,1,1,45,35,23,460,419,107,2,69,301,251,282,8476461,,57.8,57.8
Matt Roy,30,WSH,D,"$5,750,000",,,,76,59,17.96,0.12,2.11,20.19,4,15,19,0,1,1,0,1,1,80,112,19,0,0,85,8,54,308,-50,198,8478911,,59.3,59.3
Marcus Pettersson,29,VAN,D,"$5,500,000",,,,78,59,18.18,0.13,2.79,21.10,2,16,18,0,1,1,0,1,1,49,107,37,0,0,57,2,24,324,-80,165,8477969,,59.0,59.0
Alex Killorn,36,ANA,"C,LW,RW","$6,250,000",,,,80,62,12.73,1.86,2.02,16.61,13,18,31,1,3,4,1,0,1,61,23,25,47,49,100,-1,59,304,-3,213,8473986,,62.4,62.4
Oliver Bjorkstrand,30,TBL,RW,"$5,400,000",,,,78,61,11.85,2.64,0.00,14.50,13,21,34,5,7,12,0,0,0,51,23,10,11,13,110,-1,6,332,17,222,8477416,,60.9,60.9
Nick Foligno,38,CHI,"C,LW","$4,500,000",,,,76,50,11.54,0.95,1.98,14.47,7,12,19,2,2,4,1,0,1,130,27,27,242,227,61,-6,57,306,-5,196,8473422,,50.0,59.3
Jordan Greenway,28,BUF,LW,"$4,000,000",,,,72,56,12.49,0.24,2.37,15.11,8,10,18,0,1,1,0,1,1,120,44,42,27,37,75,-6,54,307,-8,182,8478413,,56.2,56.2
Martin Fehervary,26,WSH,D,"$2,675,000",,,,80,62,16.34,0.04,2.57,18.94,4,14,18,0,0,0,0,1,1,104,107,23,0,0,65,6,45,312,-59,182,8480796,,62.4,62.4
Rasmus Sandin,25,WSH,D,"$4,600,000",,,,80,62,16.66,1.16,0.89,18.71,4,19,23,0,5,5,0,0,0,81,88,18,0,0,66,8,45,313,-59,184,8480873,,62.4,62.4
Emmitt Finnie,20,DET,"C,LW","$875,000",,,,74,57,13.62,1.03,0.54,15.19,13,16,29,2,3,5,0,0,0,92,33,18,6,15,92,1,40,316,-22,206,8484471,,56.9,56.9
Brandon Duhaime,28,WSH,RW,"$1,850,000",,,,81,63,10.54,0.12,2.13,12.79,8,7,15,0,0,0,1,0,1,139,44,55,11,35,68,0,42,315,53,179,8479520,,63.2,63.2
Trent Frederic,27,EDM,"C,LW,RW","$3,850,000",,,,76,57,12.01,0.69,0.27,12.98,9,10,19,1,2,3,0,0,0,141,27,35,69,72,71,-6,52,310,-10,185,8479365,,57.5,57.5
Taylor Hall,34,CAR,LW,"$3,166,667",,,,76,59,12.73,1.80,0.03,14.56,14,18,32,3,4,7,0,0,0,31,30,23,21,31,103,0,53,309,-9,212,8475791,,59.3,59.3
Cam Fowler,34,STL,D,"$6,500,000",,,,78,60,19.33,1.97,1.33,22.63,5,28,33,1,9,10,0,0,0,10,68,13,0,0,77,-5,44,314,-60,186,8475764,,59.9,59.9
Vladislav Gavrikov,30,NYR,D,"$7,000,000",,,,82,62,20.14,0.11,2.75,23.01,5,17,22,0,0,0,0,1,1,29,100,30,0,0,86,15,30,323,-74,196,8478882,,62.0,62.0
Joel Farabee,25,CGY,"LW,RW","$5,000,000",,,,80,60,13.35,1.88,1.03,16.26,12,17,29,1,3,4,0,0,0,65,40,20,20,26,109,-3,52,311,-10,216,8480797,,60.5,60.5
Alexander Romanov,26,NYI,D,"$6,250,000",,,,72,55,18.34,0.12,1.94,20.40,3,12,15,0,0,0,0,1,1,109,114,19,0,0,71,-10,7,331,-97,174,8481014,,55.3,55.3
Beckett Sennecke,20,ANA,RW,"$875,000",,,,74,58,14.20,0.91,0.32,15.43,15,17,32,2,2,4,0,0,0,70,36,24,3,1,97,-1,32,320,44,215,8484762,,57.8,57.8
A.J. Greer,29,FLA,LW,"$850,000",,,,80,62,8.76,0.14,0.36,9.26,6,8,14,0,0,0,0,0,0,167,25,53,8,16,56,-1,40,318,-22,163,8478421,,62.4,62.4
Niko Mikkola,29,FLA,D,"$2,500,000",,,,78,61,17.44,0.13,1.94,19.50,3,10,13,0,1,1,0,1,1,87,78,44,0,0,74,9,31,322,-73,176,8478859,,60.9,60.9
Nic Dowd,35,WSH,C,"$3,000,000",,,,80,62,12.17,0.08,2.52,14.78,9,13,22,0,0,0,1,0,1,106,58,31,438,398,63,3,36,319,218,246,8475343,,62.4,62.4
Vladislav Namestnikov,33,WPG,"C,LW","$3,000,000",,,,77,60,12.12,1.43,1.17,14.72,11,15,26,3,3,6,1,0,1,65,37,22,152,208,76,5,40,317,-22,201,8476480,,60.1,60.1
Vladimir Tarasenko,34,MIN,"LW,RW","$4,750,000",,,,80,60,12.12,2.42,0.02,14.56,11,22,33,3,9,12,0,0,0,49,28,5,0,0,99,-8,-10,343,-72,203,8475765,,61.0,60.5
Stefan Noesen,32,NJD,"LW,RW","$2,750,000",,,,72,56,11.56,1.71,0.27,13.53,12,14,26,5,4,9,0,0,0,84,21,22,30,30,91,0,32,321,-30,202,8476474,,56.2,56.2
Luke Schenn,36,WPG,D,"$2,750,000",,,,76,59,12.80,0.03,1.61,14.44,2,8,10,0,0,0,0,0,0,174,72,36,0,0,52,-5,19,325,-85,157,8474568,,59.3,59.3
Arber Xhekaj,25,MTL,D,"$1,300,000",,,,71,55,12.23,0.13,0.65,13.01,2,7,9,0,0,0,0,0,0,111,45,66,0,0,51,-3,14,328,-90,143,8482964,,55.4,55.4
Michael Rasmussen,26,DET,"C,LW","$3,200,000",,,,77,59,10.94,0.80,1.11,12.85,10,12,22,1,2,3,0,1,1,81,46,24,182,142,71,-2,17,327,-45,203,8479992,,59.2,59.2
Yakov Trenin,29,MIN,"C,LW","$3,500,000",,,,76,57,11.58,0.12,1.20,12.89,8,8,16,0,0,0,1,0,1,208,27,26,30,44,70,0,3,333,-59,182,8478508,,57.5,57.5
Nathan Walker,31,STL,LW,"$775,000",,,,72,55,11.26,0.12,0.81,12.19,7,8,15,0,0,0,0,1,1,195,45,29,57,49,54,-1,19,326,-43,176,8477573,,55.3,55.3
Aliaksei Protas,25,WSH,"LW,RW","$3,375,000",,,,76,59,14.69,0.72,1.52,16.93,16,20,36,1,2,3,1,1,2,26,38,12,19,29,112,6,13,329,-49,225,8481656,,59.3,59.3
Jack Roslovic,29,EDM,"C,RW","$3,000,000",,,,79,60,14.84,1.34,0.19,16.37,16,21,37,2,4,6,0,0,0,18,26,12,78,72,120,3,0,334,11,240,8478458,,59.7,59.7
Kent Johnson,23,CBJ,"C,LW,RW","$1,800,000",,,,78,61,12.86,2.50,0.27,15.63,14,22,36,3,8,11,0,0,0,8,31,10,2,5,104,-6,10,330,-52,210,8482660,,60.9,60.9
Jamie Drysdale,23,PHI,D,"$2,300,000",,,,78,61,18.87,2.28,0.11,21.25,6,19,25,1,7,8,0,0,0,20,86,18,0,0,73,-8,0,334,-104,176,8482142,,60.9,60.9
Brendan Gallagher,33,MTL,RW,"$6,500,000",,,,81,63,11.84,1.53,0.01,13.38,12,14,26,2,3,5,0,0,0,62,26,34,6,3,110,-3,-1,337,10,212,8475848,,63.2,63.2
Braden Schneider,24,NYR,D,"$2,200,000",,,,79,60,15.83,0.36,1.58,17.78,4,13,17,0,1,1,0,1,1,116,100,13,0,0,71,-2,-25,352,-129,178,8482073,,59.7,59.7
Artyom Levshunov,20,CHI,D,"$975,000",,,,78,61,15.82,1.59,0.16,17.57,3,20,23,1,7,8,0,0,0,63,65,20,0,0,73,-7,-3,338,-107,173,8484783,,60.9,60.9
Keegan Kolesar,28,VGK,RW,"$2,500,000",,,,81,63,11.28,0.10,0.40,11.78,6,11,17,0,0,0,0,0,0,193,40,36,8,17,57,-4,-12,345,0,172,8478434,,63.2,63.2
Mario Ferraro,27,SJS,D,"$3,250,000",,,,78,60,17.71,0.11,3.04,20.86,3,10,13,0,0,0,0,1,1,103,117,24,0,0,64,-11,-6,339,-110,166,8479983,,59.9,59.9
Timothy Liljegren,26,SJS,D,"$3,000,000",,,,70,54,17.29,1.35,1.20,19.83,4,14,18,1,4,5,0,0,0,61,95,24,0,0,67,-9,-9,342,-113,167,8480043,,53.8,53.8
Owen Power,23,BUF,D,"$8,350,000",,,,78,61,17.95,1.55,1.69,21.19,6,21,27,1,5,6,0,1,1,27,73,15,0,0,90,-10,-9,341,-113,187,8482671,,60.9,60.9
Trevor Moore,30,LAK,"LW,RW","$4,200,000",,,,75,58,13.77,0.96,1.77,16.49,14,16,30,2,2,4,1,1,2,41,38,14,10,16,127,5,0,334,-62,229,8479675,,57.6,57.6
Parker Kelly,26,COL,"C,LW","$825,000",,,,80,61,9.66,0.16,2.26,12.07,9,9,18,0,0,0,1,1,2,130,49,24,106,133,74,2,-20,348,-82,190,8480448,,61.5,61.5
Zemgus Girgensons,32,TBL,"LW,RW","$850,000",,,,80,62,11.71,0.09,1.53,13.33,9,8,17,0,0,0,0,1,1,144,44,24,109,121,70,-3,-30,359,-92,186,8476878,,62.4,62.4
Shane Wright,22,SEA,C,"$886,666",,,,79,62,12.53,1.89,0.04,14.45,16,18,34,5,5,10,0,0,0,50,45,12,222,333,85,-2,-11,344,171,231,8483524,,61.7,61.7
Alex Iafallo,32,WPG,"C,LW,RW","$3,666,666",,,,82,64,10.99,1.90,1.61,14.49,14,14,28,6,3,9,0,0,0,50,47,11,16,8,95,6,-7,340,-69,210,8480113,,64.0,64.0
Noah Cates,26,PHI,C,"$4,000,000",,,,78,61,13.30,1.51,1.68,16.49,14,17,31,3,3,6,0,1,1,59,45,10,361,482,93,4,-13,346,169,249,8480220,,60.9,60.9
Logan Stanley,27,WPG,D,"$1,250,000",,,,66,52,15.97,0.06,0.90,16.93,2,11,13,0,0,0,0,0,0,77,70,53,0,0,50,1,-22,349,-126,147,8479378,,51.5,51.5
Esa Lindell,31,DAL,D,"$5,250,000",,,,80,61,18.07,0.42,3.68,22.17,5,18,23,0,2,2,0,1,1,42,116,11,0,0,75,15,-26,353,-130,191,8476902,,61.5,61.5
Jordan Martinook,33,CAR,LW,"$3,050,000",,,,80,62,12.73,0.09,2.18,15.00,11,16,27,0,0,0,1,0,1,89,43,19,30,22,94,7,-19,347,-81,207,8476921,,62.4,62.4
Jani Nyman,21,SEA,RW,"$891,666",,,,72,56,11.32,2.04,0.35,13.71,15,14,29,6,4,10,0,0,0,71,25,18,6,3,91,0,-30,360,-19,205,8483497,,56.2,56.2
Jack Quinn,24,BUF,RW,"$3,375,000",,,,76,59,13.00,2.30,0.39,15.69,14,21,35,4,6,10,0,0,0,37,22,13,1,11,106,-6,-30,358,-18,212,8482097,,59.3,59.3
Simon Benoit,27,TOR,D,"$1,350,000",,,,77,59,15.06,0.03,2.01,17.09,1,6,7,0,0,0,0,0,0,152,87,40,0,0,39,-4,-32,361,-136,141,8481122,,59.2,59.2
Jason Dickinson,30,CHI,C,"$4,250,000",,,,79,62,12.67,0.20,2.29,15.17,9,11,20,0,0,0,0,1,1,83,55,26,525,442,71,-5,-27,354,155,253,8477450,,63.0,61.7
Vasily Podkolzin,24,EDM,"LW,RW","$1,000,000",,,,74,56,13.92,0.18,0.50,14.61,9,12,21,0,0,0,0,0,0,166,35,18,13,19,84,2,-23,350,-85,193,8481617,,56.0,56.0
Andre Burakovsky,30,CHI,LW,"$5,500,000",,,,76,59,14.38,1.84,0.00,16.23,13,22,35,2,7,9,0,0,0,23,23,14,1,11,95,-4,-23,351,-85,199,8477444,,59.3,59.3
Peyton Krebs,25,BUF,C,"$1,450,000",,,,81,63,13.26,0.51,0.37,14.14,7,14,21,1,1,2,0,0,0,130,27,45,227,283,65,-10,-29,357,153,199,8481522,,63.2,63.2
Christian Dvorak,29,PHI,C,"$5,400,000",,,,81,63,13.66,0.53,2.08,16.27,14,18,32,1,1,2,1,0,1,34,56,15,375,316,91,0,-28,356,154,263,8477989,,63.2,63.2
Artem Zub,30,OTT,D,"$4,600,000",,,,76,58,17.44,0.12,2.49,20.06,3,13,16,0,0,0,0,1,1,71,97,32,0,0,62,8,-35,362,-139,168,8482245,,58.4,58.4
Zachary L'Heureux,22,NSH,LW,"$863,334",,,,74,53,11.45,0.53,0.00,11.98,8,10,18,1,1,2,0,0,0,167,18,32,0,3,71,-1,-27,355,-89,174,8482742,,53.0,56.0
Josh Anderson,31,MTL,RW,"$5,500,000",,,,80,62,12.01,0.23,2.03,14.27,10,9,19,0,0,0,1,0,1,111,35,42,18,9,80,-8,-56,364,-44,183,8476981,,62.4,62.4
Colton Sissons,32,VGK,"C,LW","$2,857,143",,,,74,58,10.63,0.38,1.85,12.86,6,10,16,1,1,2,1,0,1,83,45,20,343,279,55,-4,-81,377,-143,195,8476925,,57.8,57.8
Ryker Evans,24,SEA,D,"$2,050,000",,,,77,60,17.29,0.81,0.92,19.02,4,15,19,1,3,4,0,0,0,85,75,22,0,0,60,-3,-56,365,-160,162,8482858,,60.1,60.1
Paul Cotter,26,NJD,LW,"$775,000",,,,78,61,12.30,0.42,0.03,12.74,9,10,19,1,1,2,0,0,0,172,22,22,28,18,71,-7,-47,363,-109,178,8481032,,60.9,60.9
Filip Chytil,26,VAN,C,"$4,437,500",,,,70,53,13.87,1.45,0.02,15.35,16,15,31,2,4,6,0,0,0,23,21,19,265,305,124,0,-84,380,97,256,8480078,,59.0,52.9
Jonas Siegenthaler,28,NJD,D,"$3,400,000",,,,80,62,17.81,0.06,1.90,19.78,2,11,13,0,0,0,0,0,0,74,108,32,0,0,55,8,-62,368,-166,159,8478399,,62.4,62.4
Zayne Parekh,19,CGY,D,"$942,500",,,,76,57,15.04,2.12,0.37,17.53,5,17,22,1,6,7,0,0,0,39,58,23,0,0,80,0,-65,370,-169,174,8484768,,59.0,57.5
Alexandre Carrier,29,MTL,D,"$3,750,000",,,,76,59,16.39,0.12,2.48,18.99,3,14,17,0,1,1,0,1,1,46,116,26,0,0,54,-6,-66,371,-170,155,8478851,,59.3,59.3
Casey Cizikas,34,NYI,"C,LW","$2,500,000",,,,80,61,10.47,0.10,0.95,11.52,6,8,14,0,0,0,0,1,1,140,48,20,212,246,59,-8,-80,374,-142,176,8475231,,61.5,61.5
Tristen Nielsen,25,COL,D,"$875,000",,,,74,57,12.72,0.48,0.48,13.69,11,14,25,1,1,2,0,0,0,85,29,20,0,0,82,-1,-81,375,-185,180,8483039,,56.9,56.9
Alex Vlasic,24,CHI,D,"$4,600,000",,,,81,63,18.30,0.86,2.94,22.11,4,15,19,0,4,4,0,1,1,42,113,14,0,0,69,-11,-68,372,-172,166,8481568,,63.2,63.2
Colton Dach,23,CHI,"C,LW","$825,000",,,,62,48,11.89,0.81,0.04,12.74,8,10,18,1,2,3,0,0,0,185,25,20,23,27,60,-4,-60,366,-121,169,8482703,,48.4,48.4
Alexander Kerfoot,31,UTA,"C,LW,RW","$3,000,000",,,,80,62,12.25,0.57,2.40,15.22,9,16,25,1,2,3,1,1,2,45,50,15,197,179,76,-2,-60,367,-122,201,8477021,,62.4,62.4
Darren Raddysh,29,TBL,D,"$975,000",,,,76,59,14.36,1.84,0.25,16.44,5,20,25,2,7,9,0,0,0,38,54,13,0,0,83,2,-78,373,-182,179,8478178,,59.3,59.3
Connor Zary,24,CGY,"C,LW,RW","$3,775,000",,,,75,57,12.61,2.03,0.00,14.64,11,16,27,3,5,8,0,0,0,34,25,18,94,143,91,-3,-63,369,-125,192,8482074,,56.7,56.7
Charle-Edouard D'Astous,27,TBL,D,"$875,000",,,,74,58,15.34,0.78,0.46,16.57,4,15,19,1,3,4,0,0,0,62,65,27,0,0,65,0,-89,382,-193,160,8480426,,57.8,57.8
Connor Murphy,32,CHI,D,"$4,400,000",,,,78,61,14.37,0.07,2.63,17.07,2,9,11,0,0,0,0,1,1,78,103,33,0,0,59,-7,-86,381,-190,151,8476473,,60.9,60.9
Alexander Wennberg,31,SJS,C,"$5,000,000",,,,76,58,15.20,2.65,1.80,19.66,10,18,28,3,5,8,0,1,1,21,66,11,430,452,64,-10,-81,376,101,228,8477505,,58.4,58.4
Adam Pelech,31,NYI,D,"$5,750,000",,,,74,57,17.14,0.14,2.42,19.70,3,15,18,0,1,1,0,1,1,45,86,24,0,0,83,9,-102,385,-206,177,8476917,,56.9,56.9
David Perron,37,OTT,"LW,RW","$4,000,000",,,,72,55,12.21,2.02,0.01,14.24,10,15,25,4,5,9,0,0,0,71,18,22,2,11,79,-3,-82,378,-144,176,8474102,,55.3,55.3
Andrew Copp,31,DET,"C,LW","$5,625,000",,,,80,61,12.73,0.63,1.38,14.74,9,15,24,1,2,3,1,0,1,31,41,17,270,256,69,-4,-93,383,-155,196,8477429,,61.5,61.5
William Carrier,31,CAR,LW,"$2,000,000",,,,78,61,11.05,0.11,0.18,11.34,10,11,21,0,0,0,0,0,0,163,22,20,3,3,75,4,-83,379,-145,181,8477478,,60.9,60.9
Kevin Bahl,25,CGY,D,"$5,350,000",,,,77,58,18.24,0.10,2.48,20.82,3,11,14,0,0,0,0,0,0,68,86,36,0,0,57,0,-94,384,-198,152,8480860,,58.2,58.2
Emil Lilleberg,24,TBL,D,"$800,000",,,,73,57,14.31,0.03,0.79,15.13,2,10,12,0,0,0,0,0,0,80,52,54,0,0,41,0,-109,388,-213,131,8482929,,57.0,57.0
J.J. Moser,25,TBL,D,"$3,375,000",,,,80,62,17.84,0.35,2.00,20.19,4,17,21,0,1,1,0,1,1,47,77,23,0,0,70,12,-114,391,-218,170,8482655,,62.4,62.4
Mason Geertsen,30,BUF,D,"$875,000",,,,74,58,11.91,0.43,0.43,12.77,10,13,23,1,1,2,0,0,0,88,27,23,0,0,77,-1,-105,386,-210,171,8477419,,57.8,57.8
Ryan Pulock,31,NYI,D,"$6,150,000",,,,77,59,17.40,0.67,2.48,20.54,3,15,18,1,2,3,0,1,1,62,110,9,0,0,66,-2,-118,394,-222,165,8477506,,59.2,59.2
Nate Schmidt,34,UTA,D,"$3,500,000",,,,78,61,16.50,1.47,1.15,19.12,4,17,21,1,5,6,0,0,0,63,62,16,0,0,73,12,-108,387,-212,173,8477220,,60.9,60.9
Will Borgen,29,NYR,D,"$4,100,000",,,,82,61,16.15,0.08,1.68,17.91,3,13,16,0,0,0,0,0,0,90,80,24,0,0,59,0,-127,400,-231,155,8478840,,61.0,62.0
Kirby Dach,25,MTL,"C,RW","$3,362,500",,,,80,44,12.94,2.28,0.07,15.29,11,11,22,2,5,7,0,0,0,66,31,27,117,156,65,-6,-113,390,-102,175,8481523,,44.0,62.4
Ryan Lindgren,27,SEA,D,"$4,500,000",,,,74,58,16.70,0.06,2.37,19.12,2,12,14,0,0,0,0,1,1,45,94,39,0,0,49,-1,-117,393,-221,142,8479324,,57.8,57.8
Adam Lowry,32,WPG,C,"$3,250,000",,,,68,53,12.71,0.17,2.06,14.94,10,13,23,0,0,0,1,1,2,110,42,19,392,359,68,5,-111,389,71,236,8476392,,53.1,53.1
Jamie Oleksiak,33,SEA,D,"$4,600,000",,,,82,64,15.13,0.07,2.49,17.68,4,11,15,0,0,0,0,1,1,70,104,22,0,0,59,3,-119,396,-223,159,8476467,,64.0,64.0
Isak Rosen,22,BUF,RW,"$875,000",,,,74,58,12.86,0.98,0.41,14.24,13,15,28,2,3,5,0,0,0,66,32,19,0,0,88,-2,-119,395,-108,192,8482765,,57.8,57.8
Ryan McDonagh,36,TBL,D,"$6,750,000",,,,80,62,17.02,0.30,2.83,20.15,4,19,23,0,1,1,0,1,1,26,111,13,0,0,60,15,-120,397,-224,170,8474151,,62.0,62.4
Axel Sandin-Pellikka,20,DET,D,"$875,000",,,,74,57,16.32,0.96,0.64,17.91,4,14,18,1,4,5,0,0,0,42,69,24,0,0,73,-6,-130,404,-234,159,8484223,,56.9,56.9
Jeffrey Viel,29,BOS,LW,"$875,000",,,,74,56,12.04,0.41,0.43,12.88,10,12,22,1,1,2,0,0,0,110,28,23,4,4,74,0,-115,392,-177,174,8479705,,56.0,56.0
Brandon Carlo,29,TOR,D,"$4,100,000",,,,80,61,17.02,0.05,2.68,19.75,3,9,12,0,0,0,0,1,1,59,111,26,0,0,65,3,-127,398,-231,159,8478443,,62.0,61.5
