Player Name,Team,Age,Positions,FP,FP/GP,GP,TOI,PP TOI,G,A,P,SOG,PPG,PPP,BLK,HIT,plus_minus,GWG,FOW,FOL,FO%,Extra,Extra
Sam Rinzel,CHI,21,D,170.4,2.58,66,18.1,3.0,3.9,20.2,24.1,100.5,1.0,11.0,73.7,69.8,-4.5,0.5,0.0,0.0,0%,,
David Perron,OTT,37,"LW,RW",169.6,2.57,66,14.8,2.0,12.4,19.3,31.7,105.4,5.2,10.4,23.0,96.2,1.0,1.9,7.1,14.0,34%,,
Hampus Lindholm,BOS,31,D,169.5,2.61,65,21.0,1.5,4.6,19.4,24.0,96.4,0.7,4.6,89.7,43.6,-3.5,0.6,0.0,0.0,0%,,
Alex Killorn,ANA,36,"C,LW,RW",169.1,2.52,67,17.1,1.8,14.2,16.0,30.2,120.0,1.6,4.5,27.7,65.4,-0.7,1.9,22.7,36.9,38%,,
Eetu Luostarinen,FLA,27,LW,168.8,2.52,67,16.9,1.5,11.2,16.9,28.2,105.7,2.8,4.9,53.1,141.4,2.9,1.8,49.3,49.8,50%,,
Bowen Byram,BUF,24,D,168.7,2.52,67,20.6,1.6,6.5,21.0,27.6,75.7,0.3,3.9,88.6,61.0,-1.7,0.9,0.0,0.0,0%,,
Erik Haula,NSH,34,"C,LW",168.1,2.59,65,16.3,1.7,12.8,15.9,28.8,115.8,3.3,7.4,33.1,91.1,-5.7,1.7,392.5,345.7,53%,,
Rasmus Ristolainen,PHI,31,D,166.5,2.49,67,20.6,1.0,4.2,15.6,19.8,105.1,0.2,3.0,103.5,96.8,-2.2,0.6,0.0,0.0,0%,,
Frank Vatrano,ANA,31,"C,LW",165.5,2.47,67,12.1,1.2,13.0,12.6,25.6,129.2,2.5,4.5,39.0,108.9,-2.5,1.7,9.0,12.8,41%,,
Ryan Pulock,NYI,31,D,164.7,2.46,67,20.7,0.1,3.4,16.1,19.5,78.0,0.1,0.2,134.1,79.9,-3.6,0.5,0.0,0.0,0%,,
Kaiden Guhle,MTL,23,D,164.6,2.46,67,19.2,0.0,6.2,14.4,20.6,84.0,0.0,0.0,121.7,109.2,-0.6,0.9,0.0,0.0,0%,,
Mavrik Bourque,DAL,23,"C,RW",164.5,2.49,66,15.3,1.2,12.4,16.3,28.7,107.3,1.3,5.4,38.8,48.2,3.5,2.0,89.8,131.7,0%,,
Connor Brown,N.J,31,RW,163.6,2.44,67,16.1,0.0,13.8,14.2,28.1,117.2,0.0,0.0,41.5,31.9,1.6,2.2,16.8,25.8,39%,,
Yanni Gourde,T.B,33,C,163.5,2.44,67,15.9,0.1,10.3,19.3,29.6,109.3,0.1,0.4,39.5,108.7,5.5,1.7,329.9,362.3,48%,,
Drew Helleson,ANA,24,D,163.3,2.44,67,19.9,0.2,6.1,18.0,24.1,85.0,0.1,0.7,95.5,103.7,-2.4,0.8,0.0,0.0,0%,,
Mason Lohrei,BOS,24,D,162.4,2.50,65,17.3,1.6,4.6,21.5,26.0,68.1,1.6,10.2,80.0,37.3,-6.2,0.6,0.0,0.0,0%,,
Mikael Backlund,CGY,36,C,162.4,2.50,65,16.5,0.5,11.6,13.9,25.4,137.8,0.4,1.1,32.2,41.9,-4.4,1.5,545.8,557.9,49%,,
Vasily Podkolzin,EDM,24,"LW,RW",161.1,2.44,66,15.7,0.0,9.4,16.7,26.1,116.4,0.0,0.0,49.1,193.9,3.5,1.4,11.5,31.6,27%,,
Alexandre Carrier,MTL,29,D,161.0,2.40,67,19.8,0.0,3.2,15.7,18.9,65.0,0.0,0.1,143.8,63.6,-0.7,0.5,0.0,0.0,0%,,
Tony Deangelo,NYI,30,D,160.6,2.40,67,16.4,1.6,5.1,17.9,23.0,104.8,0.9,5.3,67.7,43.4,-5.0,0.7,0.0,0.0,0%,,
Zachary Bolduc,MTL,22,RW,160.5,2.40,67,12.4,1.4,16.6,12.3,28.8,102.7,5.3,8.9,27.4,93.9,2.2,2.5,9.1,16.5,35%,,
Zeev Buium,MIN,19,D,159.7,2.46,65,17.7,2.1,7.2,19.4,26.5,78.4,3.9,13.2,55.6,44.3,-2.4,1.1,0.0,0.0,0%,,
Justin Brazeau,PIT,27,RW,158.5,2.44,65,13.5,0.7,13.5,14.6,28.0,97.7,2.2,3.4,44.6,111.1,-2.4,1.8,2.2,8.6,20%,,
Ross Colton,COL,29,"C,LW",158.5,2.40,66,12.7,0.2,11.6,15.6,27.2,115.7,0.3,0.5,37.0,137.0,8.4,2.0,130.3,144.3,47%,,
Jordan Martinook,CAR,33,LW,158.1,2.36,67,15.1,0.0,11.4,16.7,28.1,102.1,0.1,0.1,45.5,81.5,6.5,2.0,32.4,33.1,49%,,
Alexander Romanov,NYI,25,D,157.7,2.35,67,18.7,0.1,4.0,12.6,16.6,83.2,0.0,0.3,131.8,117.4,-4.3,0.5,0.0,0.0,0%,,
Casey Mittelstadt,BOS,26,C,157.0,2.41,65,14.8,1.6,12.4,20.5,32.9,78.9,1.6,5.7,26.4,24.4,-5.0,1.7,297.3,337.8,47%,,
Ryan McDonagh,T.B,36,D,156.8,2.34,67,19.3,0.1,3.8,18.4,22.2,63.3,0.0,0.4,116.5,38.1,6.6,0.6,0.0,0.0,0%,,
Artem Zub,OTT,30,D,156.8,2.38,66,19.7,0.1,4.0,16.2,20.3,75.8,0.0,0.3,115.6,78.8,2.3,0.6,0.0,0.0,0%,,
Anthony Beauvillier,WSH,28,LW,156.5,2.34,67,14.9,0.4,12.4,11.4,23.8,137.7,0.6,1.4,29.8,100.2,3.1,2.1,17.3,20.9,45%,,
Kaapo Kakko,SEA,24,RW,155.9,2.33,67,14.3,1.6,11.5,18.5,30.0,96.7,2.7,5.6,24.0,50.9,-5.3,1.4,25.9,26.7,0%,,
Yegor Sharangovich,CGY,27,"C,LW,RW",155.8,2.40,65,14.3,1.8,14.2,13.7,28.0,103.8,3.6,7.3,25.6,21.7,-6.3,1.8,79.0,115.8,41%,,
Conor Timmins,BUF,27,D,155.8,2.33,67,20.0,0.0,3.2,16.0,19.2,76.1,0.0,0.0,120.1,61.5,0.1,0.4,0.0,0.0,0%,,
Adam Henrique,EDM,35,"C,LW",155.8,2.36,66,14.1,0.8,10.9,13.8,24.7,91.3,1.4,3.8,64.4,50.5,2.8,1.6,397.8,323.8,55%,,
Nikita Nesterenko,ANA,24,C,155.8,2.32,67,14.6,0.2,12.9,19.5,32.4,84.1,0.2,0.5,32.0,127.2,0.0,1.7,12.4,58.3,18%,,
Brett Howden,VGK,27,"C,LW",155.7,2.29,68,14.6,0.4,16.0,13.2,29.2,93.8,0.4,1.0,40.3,97.9,4.2,2.7,200.3,194.4,51%,,
Marcus Pettersson,VAN,29,D,155.6,2.39,65,21.1,0.1,3.1,18.6,21.7,64.7,0.0,0.1,116.4,64.4,1.7,0.5,0.0,0.0,0%,,
Andrew Mangiapane,EDM,29,"LW,RW",155.4,2.36,66,15.9,0.3,14.6,15.6,30.3,90.9,0.2,0.8,36.7,70.7,3.0,2.2,3.3,5.1,39%,,
Josh Manson,COL,34,D,154.8,2.35,66,18.9,0.1,4.4,15.4,19.8,95.9,0.0,0.3,94.6,134.2,7.7,0.8,0.0,0.3,0%,,
Ryan Leonard,WSH,20,RW,153.5,2.29,67,13.4,1.7,12.2,14.5,26.7,106.8,3.5,5.9,28.3,100.6,2.0,2.0,15.4,5.4,74%,,
Mattias Samuelsson,BUF,25,D,153.3,2.29,67,21.1,0.0,4.7,13.1,17.7,74.7,0.0,0.1,125.4,111.8,-0.5,0.6,0.0,0.0,0%,,
Andrew Peeke,BOS,27,D,153.2,2.36,65,20.0,0.0,1.8,15.3,17.1,75.0,0.0,0.1,128.6,91.6,-5.9,0.3,0.0,0.0,0%,,
Conor Sheary,NYR,33,LW,153.1,2.32,66,15.6,1.2,7.7,18.9,26.6,100.8,1.3,4.4,37.0,33.5,2.1,1.4,12.1,15.5,44%,,
Rasmus Sandin,WSH,25,D,152.8,2.28,67,18.5,1.4,3.4,19.3,22.7,64.5,0.7,5.4,93.9,78.7,2.5,0.6,0.0,0.0,0%,,
Adam Pelech,NYI,31,D,152.8,2.28,67,19.9,0.1,1.3,17.1,18.5,94.7,0.0,0.3,99.6,63.4,-2.0,0.2,0.0,0.0,0%,,
Nicolas Roy,TOR,28,"C,RW",152.4,2.31,66,15.2,0.7,11.3,16.3,27.6,88.5,0.8,2.3,45.9,69.1,0.5,1.6,359.2,391.2,48%,,
Brendan Gallagher,MTL,33,RW,152.1,2.27,67,12.9,1.2,12.0,15.3,27.3,108.3,1.8,3.8,24.3,68.5,1.3,1.8,3.4,9.7,26%,,
John Marino,UTA,28,D,152.1,2.30,66,21.1,0.1,3.9,21.5,25.4,67.1,0.0,0.3,84.3,34.8,0.4,0.6,0.0,0.0,0%,,
Jordan Spence,OTT,24,D,152.1,2.30,66,17.5,0.1,3.7,21.2,24.9,83.4,0.0,0.5,70.6,72.6,3.8,0.6,0.0,0.0,0%,,
Simon Nemec,N.J,21,D,151.9,2.27,67,18.2,0.3,3.6,17.3,20.9,75.5,0.0,0.9,100.8,34.2,-0.1,0.6,0.0,0.0,0%,,
Mathieu Olivier,CBJ,28,RW,151.5,2.23,68,14.2,0.0,12.0,13.5,25.5,92.8,0.0,0.0,57.1,217.7,-1.3,1.7,5.8,13.2,30%,,
Michael Amadio,OTT,29,RW,150.9,2.29,66,14.6,0.0,13.9,13.7,27.6,93.4,0.1,0.1,42.6,92.3,2.5,2.2,41.0,37.2,52%,,
J.T. Compher,DET,30,C,150.0,2.27,66,16.2,0.8,10.7,17.5,28.2,77.6,1.4,2.7,47.8,29.7,-2.7,1.4,350.1,421.4,45%,,
Max Domi,TOR,30,"C,LW",149.9,2.27,66,12.5,1.4,8.0,19.9,27.9,95.7,0.9,5.3,25.8,39.5,0.7,1.1,205.5,205.4,50%,,
Dylan Demelo,WPG,32,D,149.9,2.24,67,21.5,0.1,3.0,17.8,20.7,63.7,0.0,0.5,110.7,95.2,5.1,0.5,0.0,0.0,0%,,
Mario Ferraro,S.J,27,D,149.9,2.27,66,20.9,0.1,3.6,12.3,15.9,76.3,0.0,0.1,127.6,109.1,-7.9,0.4,0.0,0.0,0%,,
Martin Fehervary,WSH,26,D,149.7,2.23,67,19.2,0.0,3.7,15.3,19.0,67.2,0.0,0.0,117.9,114.3,1.8,0.6,0.0,0.0,0%,,
Connor Zary,CGY,24,"C,LW,RW",148.9,2.29,65,14.4,1.8,12.4,14.3,26.6,100.3,1.9,6.1,25.6,42.1,-4.6,1.6,94.4,138.4,41%,,
Ryan Poehling,ANA,26,C,148.1,2.21,67,13.5,0.4,9.2,16.2,25.4,74.4,0.8,1.2,67.1,41.5,-0.6,1.2,366.1,374.4,49%,,
Matias MacCelli,TOR,25,LW,148.1,2.24,66,13.3,1.8,11.4,17.8,29.2,91.1,1.3,6.4,17.2,23.8,1.4,1.6,5.5,6.7,45%,,
Jordan Staal,CAR,37,C,147.6,2.20,67,15.2,0.1,11.0,16.7,27.7,89.5,0.1,0.1,38.9,108.4,6.3,2.0,676.5,521.5,56%,,
Jake Middleton,MIN,29,D,147.5,2.27,65,18.6,0.0,5.3,12.1,17.5,73.0,0.0,0.1,117.1,87.9,-1.5,0.8,0.0,0.0,0%,,
Braden Schneider,NYR,24,D,147.3,2.23,66,17.9,0.6,4.5,13.1,17.6,79.0,0.2,1.3,107.4,116.3,0.1,0.8,0.0,0.0,0%,,
Jake Evans,MTL,29,C,147.2,2.20,67,16.5,0.0,10.0,16.9,26.9,75.3,0.0,0.1,57.7,90.0,-1.3,1.5,512.1,450.7,53%,,
Brandon Saad,VGK,33,LW,147.2,2.16,68,14.8,0.0,12.2,13.3,25.5,114.6,0.0,0.0,26.5,19.8,5.0,2.0,11.9,22.4,35%,,
Nick Perbix,NSH,27,D,147.2,2.26,65,20.6,0.1,4.7,15.3,20.0,77.3,0.0,0.3,96.4,55.0,-4.8,0.6,0.0,0.0,0%,,
Jalen Chatfield,CAR,29,D,147.1,2.20,67,19.9,0.1,6.0,13.5,19.5,99.1,0.0,0.3,77.5,61.3,7.0,1.1,0.0,0.0,0%,,
Reilly Smith,VGK,34,RW,146.7,2.16,68,13.8,0.8,9.5,17.3,26.8,100.2,1.0,3.3,25.7,45.5,5.2,1.6,2.5,5.8,30%,,
Alex Newhook,MTL,24,C,145.9,2.18,67,15.2,0.8,13.9,12.9,26.9,95.7,0.9,2.5,30.0,75.6,-0.3,2.1,197.0,251.9,44%,,
Samuel Girard,COL,27,D,145.8,2.21,66,18.8,0.3,3.1,16.3,19.4,78.3,0.0,0.5,95.9,61.8,7.3,0.5,0.0,0.0,0%,,
James Van Riemsdyk,DET,36,LW,145.7,2.21,66,12.1,1.4,11.6,16.5,28.1,90.1,2.1,4.4,23.7,33.9,-1.0,1.5,6.4,7.9,44%,,
Nate Schmidt,UTA,34,D,145.6,2.21,66,21.3,1.3,4.1,15.2,19.3,86.5,0.5,3.4,82.0,84.4,3.1,0.6,0.0,0.0,0%,,
Teddy Blueger,VAN,31,C,145.6,2.24,65,16.2,0.0,8.6,17.4,26.0,91.2,0.0,0.0,44.0,86.5,-0.6,1.3,442.2,424.2,51%,,
Kirby Dach,MTL,24,"C,RW",145.5,2.17,67,13.3,1.0,13.2,11.2,24.4,94.8,0.7,3.5,42.7,91.7,-0.5,2.0,135.1,192.9,41%,,
Adam Lowry,WPG,32,C,145.4,2.17,67,14.3,0.1,10.5,13.9,24.4,83.3,0.1,0.4,60.6,111.1,3.7,1.6,502.7,497.8,50%,,
Nikita Zadorov,BOS,30,D,144.6,2.22,65,21.4,0.0,4.5,14.6,19.0,81.2,0.0,0.1,93.6,173.1,-4.2,0.6,0.0,0.0,0%,,
Fabian Zetterlund,OTT,26,RW,144.6,2.19,66,13.2,0.6,10.3,11.9,22.3,107.2,1.2,2.4,43.5,98.9,1.3,1.6,15.4,18.4,45%,,
Warren Foegele,L.A,29,RW,144.1,2.18,66,12.4,0.0,12.6,12.3,24.8,115.2,0.0,0.1,23.9,59.2,3.6,1.9,12.1,17.4,41%,,
Miles Wood,CBJ,30,LW,143.7,2.11,68,12.9,0.0,10.8,11.3,22.1,126.9,0.0,0.0,27.7,86.8,-1.5,1.6,9.1,22.1,29%,,
Dante Fabbro,CBJ,27,D,143.7,2.11,68,16.8,0.0,5.2,12.3,17.5,70.2,0.0,0.0,112.2,53.4,0.0,0.7,0.0,0.0,0%,,
Thomas Novak,PIT,28,C,143.7,2.21,65,12.4,0.8,12.0,14.7,26.7,88.7,1.7,4.2,29.9,20.3,-1.5,1.6,116.3,158.0,42%,,
Brett Pesce,N.J,30,D,143.5,2.14,67,18.9,0.1,2.7,11.3,14.0,77.7,0.0,0.3,124.5,36.1,2.5,0.4,0.0,0.0,0%,,
Nick Foligno,CHI,38,"C,LW",143.2,2.17,66,14.1,1.3,10.7,15.4,26.1,85.9,3.0,6.9,30.0,140.4,-5.5,1.5,248.1,245.0,50%,,
Joel Armia,L.A,32,RW,143.2,2.17,66,14.4,0.3,10.6,15.0,25.7,98.2,0.2,0.8,32.7,72.8,0.6,1.6,4.8,12.1,28%,,
Axel Sandin-Pellikka,DET,20,D,143.2,2.17,66,17.7,1.5,4.0,15.2,19.3,79.1,0.6,7.0,77.6,48.9,-4.2,0.5,0.0,0.0,0%,,
Brandon Carlo,TOR,28,D,143.2,2.17,66,21.0,0.1,2.4,10.9,13.2,77.2,0.0,0.2,129.4,76.6,0.1,0.3,0.0,0.0,0%,,
Jack Drury,COL,25,C,142.7,2.16,66,15.1,0.0,8.8,13.1,21.9,96.7,0.1,0.1,57.2,46.5,7.7,1.5,461.8,364.9,56%,,
Alexander Kerfoot,UTA,31,"C,LW,RW",142.5,2.16,66,15.3,0.3,9.5,15.5,24.9,79.3,0.3,1.4,53.4,55.0,0.3,1.4,250.3,247.4,50%,,
Andrew Copp,DET,31,"C,LW",142.0,2.15,66,14.8,0.7,10.0,15.8,25.9,77.3,0.6,2.8,45.8,34.0,-2.7,1.3,341.4,318.7,52%,,
Alex Vlasic,CHI,24,D,141.0,2.14,66,21.3,0.0,2.8,12.5,15.3,69.5,0.0,0.1,120.2,53.0,-7.4,0.4,0.0,0.0,0%,,
Artyom Levshunov,CHI,20,D,140.8,2.13,66,15.1,1.5,1.4,22.3,23.7,57.2,0.5,11.4,59.2,67.0,-4.3,0.2,0.0,0.0,0%,,
Drew O'Connor,VAN,27,LW,140.4,2.16,65,14.5,0.1,10.4,12.6,23.0,98.5,0.2,0.3,44.0,59.7,-1.1,1.5,28.5,33.7,46%,,
Oliver Kapanen,MTL,22,C,139.9,2.09,67,12.9,0.3,13.4,12.3,25.7,84.7,0.3,0.8,39.5,50.9,0.0,2.0,155.6,165.3,48%,,
Cody Glass,N.J,26,"C,RW",139.6,2.08,67,12.8,0.9,9.4,13.5,22.9,104.5,1.4,2.5,32.3,53.6,1.9,1.5,240.9,247.4,49%,,
Ben Chiarot,DET,34,D,139.4,2.11,66,19.8,0.1,3.7,10.0,13.8,82.0,0.0,0.3,113.5,108.2,-4.5,0.5,0.0,0.0,0%,,
Logan Stanley,WPG,27,D,138.4,2.07,67,17.8,0.1,3.6,15.3,18.9,70.3,0.0,0.3,92.4,98.8,2.4,0.6,0.0,0.0,0%,,
Michael Kesselring,UTA,25,D,137.9,2.09,66,17.0,0.0,4.2,14.4,18.7,92.7,0.0,0.0,70.8,74.6,0.1,0.7,0.0,0.0,0%,,
Ian Cole,UTA,36,D,137.8,2.09,66,18.5,0.0,1.7,11.9,13.6,53.5,0.0,0.0,140.3,80.3,1.3,0.3,0.0,0.0,0%,,
Jonatan Berggren,DET,25,RW,137.6,2.09,66,13.4,1.4,12.1,13.2,25.3,93.8,3.9,6.6,16.5,42.1,-3.6,1.5,2.2,7.0,24%,,
David Tomasek,EDM,29,RW,137.0,2.08,66,11.3,2.7,8.4,14.3,22.7,93.2,3.2,13.1,18.7,75.5,2.6,1.2,87.5,92.4,49%,,
Kaedan Korczak,VGK,24,D,136.9,2.01,68,17.1,0.1,3.4,14.7,18.1,75.0,0.0,0.3,89.8,103.8,8.1,0.6,0.0,0.0,0%,,
Lars Eller,OTT,36,C,136.6,2.07,66,13.5,1.9,9.9,12.8,22.7,95.3,2.5,4.8,32.0,53.5,-0.2,1.6,341.1,302.9,53%,,
Lawson Crouse,UTA,28,"LW,RW",136.5,2.07,66,14.3,0.5,10.9,8.9,19.8,108.6,0.8,1.2,43.0,143.7,0.7,1.7,18.2,29.8,49%,,
Anthony Duclair,NYI,30,LW,136.4,2.04,67,13.2,1.0,12.4,10.9,23.3,89.4,2.4,4.0,35.5,34.1,-3.3,1.7,2.5,11.6,17%,,
Michael Eyssimont,BOS,29,"C,LW",135.9,2.09,65,11.3,0.8,9.8,10.5,20.3,119.6,2.1,4.3,22.0,80.3,-4.1,1.4,3.1,6.0,34%,,
J.J. Moser,T.B,25,D,135.9,2.03,67,19.9,0.0,3.9,14.8,18.6,72.3,0.0,0.1,87.7,61.8,5.7,0.7,0.0,0.0,0%,,
Sam Malinski,COL,27,D,134.5,2.04,66,15.2,0.1,4.1,11.7,15.8,92.5,0.1,0.4,81.0,45.8,9.0,0.7,0.0,0.0,0%,,
Ryker Evans,SEA,23,D,134.0,2.00,67,17.8,0.4,4.5,14.8,19.3,62.7,0.1,1.4,86.9,91.7,-6.1,0.6,0.0,0.0,0%,,
Lukas Reichel,VAN,23,LW,134.0,2.06,65,14.2,0.6,9.5,15.1,24.6,83.6,0.5,1.2,34.5,33.6,-1.3,1.4,147.2,211.7,41%,,
Oskar Sundqvist,STL,31,C,133.2,2.02,66,13.3,1.3,6.1,17.7,23.7,68.1,2.7,6.2,43.4,77.0,-0.7,0.9,239.1,307.2,0%,,
Darren Raddysh,T.B,29,D,133.1,1.99,67,13.3,1.2,3.9,17.9,21.8,71.8,1.1,5.6,52.1,43.4,4.8,0.7,0.0,0.0,0%,,
Parker Wotherspoon,PIT,28,D,133.0,2.05,65,21.1,0.1,2.3,13.8,16.0,64.4,0.0,0.3,104.9,95.5,-2.3,0.3,0.0,0.0,0%,,
Will Borgen,NYR,28,D,132.9,2.01,66,19.0,0.1,3.3,12.4,15.7,70.1,0.0,0.2,101.1,105.8,0.7,0.6,0.0,0.0,0%,,
Nicolas Hague,NSH,26,D,132.5,2.04,65,20.3,0.1,4.3,10.8,15.1,83.3,0.0,0.2,90.5,99.1,-6.2,0.6,0.0,0.0,0%,,
Filip Chytil,VAN,26,C,132.3,2.04,65,11.4,0.7,11.3,10.7,22.1,109.2,0.6,2.2,18.6,34.7,0.9,1.7,233.5,272.7,46%,,
Ondrej Palat,N.J,34,LW,132.0,1.97,67,12.9,0.8,10.0,11.5,21.4,80.5,1.0,2.3,50.2,97.9,2.1,1.6,3.4,12.3,0%,,
Brenden Dillon,N.J,34,D,131.9,1.97,67,19.5,0.0,4.3,12.8,17.1,55.4,0.0,0.1,105.5,149.0,2.3,0.7,0.0,0.0,0%,,
Gabriel Landeskog,COL,32,LW,131.8,2.00,66,13.7,1.5,6.7,16.5,23.3,91.6,1.5,3.6,25.2,86.2,8.1,1.2,61.9,45.4,58%,,
Michael Carcone,UTA,29,LW,131.7,2.00,66,11.4,0.3,12.2,10.8,23.0,103.7,0.3,1.1,19.5,75.6,0.7,1.9,3.4,6.3,35%,,
Scott Mayfield,NYI,33,D,131.3,1.96,67,19.4,0.0,2.7,10.3,13.0,65.2,0.0,0.0,119.6,83.2,-2.7,0.4,0.0,0.0,0%,,
Mark Kastelic,BOS,26,"C,RW",131.3,2.02,65,13.6,0.0,8.2,10.0,18.1,89.3,0.0,0.1,64.3,183.3,-4.1,1.1,289.3,237.9,55%,,
Erik Cernak,T.B,28,D,131.2,1.96,67,18.9,0.1,2.4,13.5,15.9,57.1,0.0,0.3,109.2,133.0,5.0,0.4,0.0,0.0,0%,,
Brett Kulak,EDM,31,D,131.1,1.99,66,17.9,0.0,3.7,12.1,15.7,88.6,0.0,0.1,78.9,35.7,2.7,0.5,0.0,0.0,0%,,
Ryan Lindgren,SEA,27,D,131.0,1.95,67,18.4,0.1,2.9,13.7,16.6,56.4,0.0,0.2,105.8,68.5,-6.1,0.4,0.0,0.0,0%,,
Kevin Bahl,CGY,25,D,130.9,2.01,65,21.2,0.0,2.4,12.8,15.2,66.5,0.0,0.1,103.7,87.5,-5.3,0.3,0.0,0.0,0%,,
Mason Appleton,DET,29,"C,RW",129.8,1.97,66,14.4,0.1,9.5,12.9,22.4,86.6,0.2,0.3,37.9,72.7,-2.6,1.2,8.3,9.1,48%,,
Gustav Nyquist,WPG,36,"LW,RW",129.7,1.94,67,12.0,1.3,7.9,16.9,24.8,76.1,1.6,6.0,22.6,37.3,2.4,1.2,10.0,15.8,39%,,
Cody Ceci,L.A,31,D,129.6,1.96,66,17.8,0.0,3.1,13.6,16.7,64.4,0.0,0.0,94.5,55.8,0.0,0.5,0.0,0.0,0%,,
Brian Dumoulin,L.A,34,D,129.6,1.96,66,19.9,0.0,3.4,13.1,16.6,65.9,0.0,0.0,93.9,62.2,0.0,0.5,0.0,0.0,0%,,
Mikey Anderson,L.A,28,D,129.6,1.96,66,19.3,0.0,3.5,13.0,16.5,61.9,0.0,0.1,97.6,83.7,2.6,0.5,0.0,0.0,0%,,
Nick Jensen,OTT,35,D,129.4,1.96,66,19.3,0.0,2.4,15.0,17.3,67.1,0.0,0.1,87.7,60.9,0.0,0.4,0.0,0.0,0%,,
Jonas Siegenthaler,N.J,28,D,129.1,1.93,67,19.7,0.0,2.4,11.0,13.3,63.4,0.0,0.1,114.6,83.2,1.6,0.4,0.0,0.0,0%,,
Kevin Stenlund,UTA,29,C,128.5,1.95,66,15.0,0.3,10.4,10.0,20.4,79.8,0.3,0.7,53.2,51.7,-1.2,1.6,520.6,419.0,55%,,
Philip Tomasino,PIT,24,"C,RW",128.3,1.97,65,12.4,0.4,9.1,11.7,20.8,95.8,0.5,1.6,33.0,67.6,-3.6,1.2,6.9,18.2,28%,,
Nick Bjugstad,STL,33,C,127.6,1.93,66,11.6,0.0,9.9,10.1,20.0,99.5,0.0,0.1,35.4,99.3,0.9,1.5,269.4,285.6,49%,,
Connor Dewar,PIT,26,C,127.2,1.96,65,13.5,0.1,9.9,9.4,19.4,95.9,0.2,0.3,41.5,152.4,-3.8,1.3,85.5,114.6,43%,,
Logan O'Connor,COL,29,RW,127.0,1.92,66,14.3,0.1,10.3,11.2,21.4,83.5,0.1,0.2,41.5,61.7,7.3,1.8,25.0,36.9,40%,,
Mathieu Joseph,STL,28,RW,126.8,1.92,66,12.6,0.0,7.0,15.2,22.2,81.7,0.0,0.0,38.8,112.9,0.2,1.0,20.2,32.3,39%,,
Niko Mikkola,FLA,29,D,126.7,1.89,67,18.3,0.1,3.3,11.5,14.9,79.8,0.0,0.3,83.8,98.2,3.3,0.5,0.0,0.0,0%,,
Shakir Mukhamadullin,S.J,23,D,126.7,1.92,66,16.0,0.1,2.9,14.3,17.2,61.1,0.0,0.6,87.7,58.1,-5.8,0.4,0.0,0.0,0%,,
Adam Gaudette,S.J,29,"C,RW",126.5,1.92,66,11.5,1.6,15.3,7.7,23.1,84.6,3.1,4.3,21.4,73.4,-4.9,1.9,0.7,0.7,50%,,
Josh Anderson,MTL,31,RW,126.4,1.89,67,15.1,0.0,10.3,9.7,20.0,91.1,0.0,0.0,41.7,124.8,-1.0,1.5,19.2,14.9,56%,,
Jordan Greenway,BUF,28,LW,126.4,1.89,67,14.5,0.0,7.7,12.5,20.2,84.6,0.0,0.0,46.7,137.4,-1.2,1.0,16.9,44.7,27%,,
Nils Hoglander,VAN,24,LW,126.2,1.94,65,12.2,0.7,10.7,13.0,23.7,85.8,0.5,1.4,21.8,75.0,1.8,1.6,0.0,0.5,0%,,
Nic Dowd,WSH,35,C,126.1,1.88,67,14.6,0.0,10.0,10.9,20.9,68.3,0.0,0.0,58.6,102.5,1.0,1.7,466.2,478.4,49%,,
Stefan Noesen,N.J,32,LW,126.0,1.88,67,11.2,0.9,10.5,11.7,22.2,88.7,2.6,4.6,20.8,92.4,2.6,1.7,30.8,35.7,46%,,
Morgan Barron,WPG,26,C,126.0,1.88,67,12.7,0.0,10.3,9.0,19.3,94.6,0.0,0.0,41.8,118.5,3.0,1.6,174.3,174.1,50%,,
Fraser Minten,BOS,21,C,125.9,1.94,65,13.7,0.0,10.2,9.5,19.7,84.4,0.0,0.1,49.1,105.9,-5.6,1.4,308.1,328.8,48%,,
Max Shabanov,NYI,25,RW,125.6,1.87,67,11.6,0.9,9.5,13.3,22.8,87.8,1.1,3.7,19.2,81.4,-3.6,1.3,0.0,0.0,0%,,
Dakota Joshua,TOR,29,"C,LW",123.4,1.87,66,13.2,0.1,10.7,11.3,22.0,72.4,0.1,0.2,41.8,203.8,0.4,1.5,23.2,27.5,46%,,
Jonny Brodzinski,NYR,32,C,123.2,1.87,66,11.1,1.0,11.2,10.8,22.0,87.9,0.9,2.1,22.2,42.8,1.6,2.0,120.3,112.0,52%,,
Ville Koivunen,PIT,22,RW,122.6,1.89,65,12.3,0.5,5.3,15.3,20.6,81.8,0.5,2.8,34.3,33.4,-2.0,0.7,0.6,0.6,49%,,
Yegor Chinakhov,CBJ,24,"LW,RW",122.2,1.80,68,10.2,0.0,10.4,11.1,21.5,94.7,0.0,0.0,20.7,68.6,-0.6,1.5,0.2,5.1,4%,,
Sean Kuraly,BOS,32,C,122.2,1.88,65,14.6,0.0,7.2,10.8,18.1,90.4,0.0,0.0,45.6,116.3,-4.1,1.0,328.8,314.9,51%,,
Pavel Mintyukov,ANA,21,D,121.9,1.82,67,15.7,0.6,3.4,14.0,17.4,59.2,0.1,2.1,76.1,67.9,-2.5,0.5,0.0,0.0,0%,,
