Player Name,Age,Team,Positions,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,G,A,P,PPG,PPA,PPP,SHG,SHA,SHP,Hit,BLK,PIM,FOW,FOL,SOG,#ERROR!,VOR,Rank,Unadj VOR,FP,PlayerId,Fantasy Team,Injured GP,
Jeff Skinner,33,SJS,LW,"$3,000,000",,,,74,65,11.79,1.5,0.01,13.3,17,16,33,2,3,5,0,0,0,34,17,15,21,26,132,1,-491,470,-171,234,8475784,,65,65
Jesperi Kotkaniemi,25,CAR,C,"$4,820,000",,,,80,71,11.82,1.29,0.15,13.26,13,19,32,2,3,5,0,0,0,66,29,29,359,333,96,5,-449,446,-68,271,8480829,,71.2,71.2
Kris Letang,38,PIT,D,"$6,100,000",,,,73,63,18.9,1.81,1.97,22.69,8,25,33,2,7,9,0,1,1,91,93,34,0,0,114,-1,208,128,309,264,8471724,,63.2,63.2
Matthew Schaefer,18,NYI,D,"$975,000",,,,76,68,17.83,2.2,0.74,20.77,8,25,33,2,8,10,0,0,0,49,85,34,0,0,121,6,127,152,228,261,8485366,,67.7,67.7
Mikael Backlund,36,CGY,C,"$4,500,000",,,,79,68,13.9,1.42,2.47,17.79,14,19,33,2,3,5,2,0,2,47,37,22,599,597,152,-1,-375,396,5,350,8474150,,68.4,68.4
Neal Pionk,30,WPG,D,"$7,000,000",,,,80,70,18.06,1.59,2,21.66,7,25,32,2,7,9,0,1,1,112,109,42,0,0,127,-2,372,84,473,288,8480145,,70.2,70.2
Nick Paul,30,TBL,"C,LW","$3,150,000",,,,76,67,14.36,1.37,0.67,16.4,17,15,32,3,2,5,0,0,0,68,33,21,340,335,109,1,-392,406,-72,278,8477426,,70,66.7
Rasmus Andersson,29,CGY,D,"$4,550,000",,,,80,69,18.27,2.1,2.7,23.07,10,23,33,3,9,12,0,1,1,34,134,37,0,0,139,-13,343,93,444,290,8478397,,69.3,69.3
Ryan Hartman,31,MIN,"C,RW","$4,000,000",,,,72,62,13.89,1.46,0.25,15.6,15,16,31,3,4,7,0,0,0,61,48,48,330,384,145,-3,-60,227,252,317,8477451,,62.3,62.3
Zachary Bolduc,22,MTL,RW,"$863,334",,,,75,65,11.33,1.61,0.01,12.95,17,16,33,6,5,11,0,0,0,84,31,22,15,14,111,1,-251,318,62,244,8482737,,64.9,64.9
Christian Dvorak,29,PHI,C,"$5,400,000",,,,81,72,12.99,0.44,2.11,15.54,14,18,32,1,1,2,0,1,1,45,62,16,401,330,93,-1,-533,495,-153,275,8477989,,72.1,72.1
Cole Sillinger,22,CBJ,"C,RW","$2,250,000",,,,76,67,14.01,1.25,1.37,16.63,12,19,31,3,2,5,1,0,1,82,43,35,182,221,127,-6,-209,296,103,270,8482705,,66.7,66.7
Colton Parayko,32,STL,D,"$6,500,000",,,,79,69,20.79,0.44,2.3,23.53,9,21,30,0,2,2,0,1,1,92,150,14,0,0,122,7,114,158,215,275,8476892,,69.4,69.4
Gustav Forsling,29,FLA,D,"$5,750,000",,,,80,69,19.21,0.35,2.99,22.54,8,24,32,0,2,2,0,1,1,72,77,17,0,0,137,19,-68,229,32,265,8478055,,69.3,69.3
Ilya Mikheyev,31,CHI,RW,"$4,750,000",,,,80,70,13.66,0.29,2.11,16.07,17,14,31,1,1,2,1,1,2,36,23,8,12,19,123,5,-605,546,-292,218,8481624,,71,70.2
Jean-Gabriel Pageau,33,NYI,"C,RW","$5,000,000",,,,77,69,12.54,1.27,1.97,15.78,12,20,32,2,2,4,1,2,3,135,54,10,517,398,89,-2,-342,373,-30,310,8476419,,68.5,68.5
Josh Norris,26,BUF,C,"$7,950,000",,,,76,49,13.31,3.07,1.77,18.15,16,16,32,5,7,12,1,1,2,103,36,22,307,303,91,-3,-314,357,66,273,8480064,,49,66.7
K'Andre Miller,26,CAR,D,"$7,500,000",,,,76,68,18.87,1.01,2.08,21.96,8,23,31,1,5,6,0,1,1,92,95,30,0,0,99,2,82,169,183,243,8480817,,72,67.7
Nino Niederreiter,33,WPG,"LW,RW","$4,000,000",,,,82,72,12.82,1.51,0,14.33,17,15,32,4,3,7,0,0,0,140,35,23,14,11,127,4,-150,264,162,269,8475799,,72,72
Reilly Smith,34,VGK,RW,"$2,000,000",,,,80,70,12.3,0.96,1.38,14.64,12,20,32,2,3,5,1,1,2,48,30,13,3,4,104,2,-524,485,-211,208,8475191,,70.2,70.2
Bobby McMann,29,TOR,LW,"$1,350,000",,,,74,64,13.53,1.06,0.15,14.74,16,13,29,2,3,5,0,0,0,167,27,27,10,6,134,0,-157,266,163,269,8482259,,64.1,64.1
Brendan Gallagher,33,MTL,RW,"$6,500,000",,,,81,70,12.04,1.53,0.01,13.58,15,16,31,2,3,5,0,0,0,63,30,39,9,4,125,-3,-251,319,61,243,8475848,,70.1,70.1
Brock Faber,23,MIN,D,"$8,500,000",,,,79,68,20.73,1.86,2.18,24.78,7,24,31,1,8,9,0,0,0,31,108,16,0,0,115,-10,-38,213,63,237,8482122,,68.4,68.4
Ivan Provorov,29,CBJ,D,"$8,500,000",,,,82,72,19.18,1.1,2.83,23.11,6,24,30,1,5,6,0,1,1,34,120,21,0,0,99,0,-50,221,51,230,8478500,,72,72
Jack McBain,26,UTA,"C,LW","$4,250,000",,,,82,71,11.3,0.68,1.59,13.57,14,16,30,2,2,4,0,1,1,217,47,52,244,282,86,1,89,167,409,289,8480855,,71,71
Kaapo Kakko,24,SEA,RW,"$4,525,000",,,,67,59,14.18,1.61,0.04,15.83,13,18,31,3,3,6,0,0,0,44,22,18,30,30,93,-1,-541,500,-228,199,8481554,,68,58.8
Max Domi,30,TOR,"C,LW","$3,750,000",,,,78,68,12.56,1.2,0.01,13.78,9,21,30,2,3,5,0,0,0,25,27,60,268,267,95,-3,-285,339,35,247,8477503,,67.5,67.5
Michael Misa,18,SJS,C,"$925,000",,,,76,67,12.42,0.66,0.45,13.53,12,17,29,1,2,3,0,0,0,77,34,22,76,29,95,-1,-543,502,-162,218,8485402,,66.7,66.7
Nicolas Roy,28,TOR,"C,RW","$3,000,000",,,,80,69,12.29,1.09,1.1,14.48,13,17,30,2,3,5,1,0,1,81,43,27,354,343,90,-1,-366,392,-54,265,8478462,,69.3,69.3
Rickard Rakell,32,PIT,"C,LW,RW","$5,000,000",,,,80,48,15.3,2.44,0.21,17.95,16,15,31,5,4,9,0,0,0,63,41,10,8,7,108,-2,-422,430,-110,224,8476483,,48,69.3
Sam Colangelo,24,ANA,RW,"$850,000",,,,74,66,11.3,1.18,0.44,12.92,18,13,31,3,3,6,0,0,0,129,35,9,10,19,88,-5,-391,404,-79,216,8482118,,65.9,65.9
Yanni Gourde,34,TBL,C,"$2,333,333",,,,76,67,14.02,0.41,1.48,15.92,12,19,31,1,1,2,1,0,1,117,40,42,303,335,98,1,-265,328,116,274,8476826,,66.7,66.7
Andrew Mangiapane,29,EDM,"LW,RW","$3,600,000",,,,78,68,12.71,1.06,0.53,14.29,14,16,30,1,2,3,0,0,0,57,32,19,2,7,85,0,-545,504,-232,190,8478233,,67.5,67.5
Collin Graf,23,SJS,RW,"$941,667",,,,74,65,12.46,1.19,2.11,15.75,12,17,29,2,4,6,1,0,1,53,34,12,6,8,82,-4,-590,534,-277,183,8484911,,65,65
Damon Severson,31,CBJ,D,"$6,250,000",,,,74,65,17.88,0.77,1.09,19.74,6,22,28,1,3,4,0,1,1,46,88,31,0,0,78,7,-150,263,-49,203,8476923,,65,65
Darren Raddysh,29,TBL,D,"$975,000",,,,76,67,15.43,1.63,0.29,17.34,6,23,29,2,7,9,0,0,0,45,68,17,0,0,98,1,-196,286,-96,210,8478178,,71,66.7
Eeli Tolvanen,26,SEA,"LW,RW","$3,475,000",,,,80,70,13.35,1.19,0.33,14.88,16,14,30,2,3,5,0,0,0,193,63,17,2,4,110,-5,-100,242,212,261,8480009,,70.2,70.2
Emil Heineman,24,NYI,LW,"$1,100,000",,,,78,69,11.69,1.1,0.01,12.8,16,13,29,4,3,7,0,0,0,231,31,20,5,6,91,2,-137,259,184,246,8482476,,69.4,69.4
Fedor Svechkov,22,NSH,C,"$925,000",,,,77,67,11.39,1.12,0.66,13.17,13,15,28,3,4,7,0,0,0,37,35,13,157,266,101,-6,-636,570,-256,208,8482768,,66.7,66.7
Hampus Lindholm,32,BOS,D,"$6,500,000",,,,80,68,15.08,1.96,2.99,20.03,7,23,30,1,9,10,0,1,1,25,83,31,0,0,100,0,-46,219,54,224,8476854,,68.3,68.3
Jordan Martinook,33,CAR,LW,"$3,050,000",,,,80,71,12.43,0.11,2.08,14.62,12,17,29,0,0,0,1,0,1,89,40,22,30,29,108,10,-451,449,-131,226,8476921,,71.2,71.2
Jordan Staal,37,CAR,C,"$2,900,000",,,,74,66,12.63,0.14,2.3,15.06,12,16,28,0,0,0,1,1,2,115,36,19,702,507,88,6,-553,514,-173,328,8473533,,65.9,65.9
Kiefer Sherwood,30,VAN,RW,"$1,500,000",,,,78,68,12.53,0.9,1.37,14.8,14,15,29,1,2,3,1,0,1,329,30,38,20,33,113,-3,195,131,508,291,8480748,,67.5,67.5
Lawson Crouse,28,UTA,"LW,RW","$4,300,000",,,,80,69,11.76,1.09,1.44,14.3,15,14,29,3,2,5,0,1,1,170,42,26,13,21,110,-1,-161,270,152,251,8478474,,69.3,69.3
Marcus Johansson,35,MIN,LW,"$800,000",,,,77,67,13.76,1.34,0.3,15.39,11,17,28,2,4,6,0,0,0,34,25,11,16,7,95,-4,-662,583,-341,185,8475149,,66.7,66.7
Matthew Wood,20,NSH,RW,"$875,000",,,,74,64,12.86,0.55,0.48,13.89,13,16,29,1,2,3,0,0,0,82,32,22,7,0,98,1,-461,455,-148,209,8484241,,64.1,64.1
Oliver Ekman-Larsson,34,TOR,D,"$3,500,000",,,,76,66,18.09,1.54,1.01,20.63,5,25,30,1,7,8,0,0,0,86,68,43,0,0,99,7,89,168,189,237,8475171,,65.8,65.8
Owen Power,23,BUF,D,"$8,350,000",,,,78,68,18.14,1.55,1.76,21.44,7,23,30,1,6,7,0,1,1,32,84,16,0,0,106,-8,-171,276,-71,217,8482671,,68.5,68.5
Sean Durzi,27,UTA,D,"$6,000,000",,,,80,65,17.91,1.59,1.18,20.69,7,23,30,1,8,9,0,0,0,40,114,41,0,0,94,7,130,151,231,242,8480434,,65,69.3
Vladislav Namestnikov,33,WPG,"C,LW","$3,000,000",,,,77,68,11.72,1.4,1.06,14.18,12,18,30,3,4,7,1,0,1,75,40,25,247,322,80,6,-410,419,-90,232,8476480,,67.6,67.6
Alex Iafallo,32,WPG,"C,LW,RW","$3,666,666",,,,82,72,10.34,1.8,1.66,13.81,14,15,29,7,3,10,0,1,1,54,53,12,21,14,104,6,-421,428,-108,225,8480113,,72,72
Alexander Wennberg,31,SJS,C,"$5,000,000",,,,76,67,14.38,2.56,1.71,18.65,9,20,29,3,5,8,1,0,1,29,66,11,484,476,73,-17,-619,557,-239,247,8477505,,66.7,66.7
Andrew Copp,31,DET,"C,LW","$5,625,000",,,,80,70,12.88,0.62,1.38,14.88,12,17,29,1,2,3,1,0,1,31,45,15,328,342,86,-2,-617,555,-296,231,8477429,,70.2,70.2
Anthony Duclair,30,NYI,LW,"$3,500,000",,,,72,64,13.63,1.65,0.06,15.34,13,16,29,3,4,7,0,0,0,28,34,16,1,2,98,-9,-566,524,-245,192,8477407,,64.1,64.1
Ben Kindel,18,PIT,C,"$875,000",,,,74,64,12.68,0.64,0.42,13.74,13,15,28,1,2,3,0,0,0,67,36,24,100,116,98,1,-547,507,-166,218,8485414,,64.1,64.1
Berkly Catton,20,SEA,C,"$875,000",,,,74,65,12.91,0.5,0.45,13.86,12,16,28,1,1,2,0,0,0,72,36,22,6,0,98,1,-569,528,-188,204,8484800,,65,65
Darnell Nurse,30,EDM,D,"$9,250,000",,,,75,65,19.39,0.89,1.79,22.07,7,21,28,1,3,4,0,1,1,125,131,47,0,0,150,1,428,74,529,311,8477498,,64.9,64.9
David Perron,37,OTT,"LW,RW","$4,000,000",,,,72,62,11.96,2.05,0.01,14.02,12,16,28,4,6,10,0,0,0,81,19,25,4,12,94,-5,-414,421,-102,203,8474102,,62.3,62.3
Dmitry Orlov,34,SJS,D,"$6,500,000",,,,78,68,17.76,0.65,1.84,20.25,6,22,28,1,3,4,0,1,1,101,63,26,0,0,108,8,-88,235,13,232,8475200,,68.5,68.5
Dominic James,23,TBL,C,"$875,000",,,,74,65,12.87,0.5,0.48,13.84,12,16,28,1,1,2,0,0,0,87,33,22,74,82,98,0,-547,509,-167,215,8483752,,65,65
Easton Cowan,20,TOR,RW,"$875,000",,,,74,64,12.57,0.53,0.43,13.53,11,16,27,1,2,3,0,0,0,85,31,21,0,0,92,1,-516,483,-203,196,8484158,,64.1,64.1
Elmer Soderblom,24,DET,LW,"$1,125,000",,,,74,65,12.33,0.48,0,12.81,14,15,29,1,2,3,0,0,0,103,31,14,5,16,93,-1,-499,476,-178,204,8481725,,65,65
Evgenii Dadonov,36,NJD,RW,"$1,000,000",,,,80,69,12.07,0.95,0.03,13.04,13,16,29,2,3,5,0,0,0,36,33,12,0,1,95,0,-609,548,-296,191,8474149,,69,70.2
Jamie Drysdale,23,PHI,D,"$2,300,000",,,,78,69,18.48,2.29,0.14,20.9,6,23,29,2,9,11,0,0,0,27,97,21,0,0,82,-8,-121,249,-21,203,8482142,,69.4,69.4
Jared Spurgeon,36,MIN,D,"$7,575,000",,,,74,64,17.19,1.91,1.56,20.66,6,22,28,1,9,10,0,0,0,73,116,12,0,0,90,1,-50,220,51,226,8474716,,64.1,64.1
Jonathan Lekkerimaki,21,VAN,RW,"$918,333",,,,72,62,10.69,1.94,0,12.63,12,16,28,3,6,9,0,0,0,49,20,8,0,2,85,-3,-641,572,-328,178,8483476,,66,62.3
Max Shabanov,25,NYI,RW,"$875,000",,,,74,66,12.3,0.56,0.43,13.29,13,16,29,1,2,3,0,0,0,78,31,21,0,0,95,-3,-486,466,-174,201,8485702,,65.9,65.9
Maxim Tsyplakov,27,NYI,"LW,RW","$2,250,000",,,,78,69,12.23,1.33,0.01,13.56,11,18,29,1,3,4,0,0,0,118,31,25,5,18,100,0,-357,382,-44,218,8484958,,69.4,69.4
Olen Zellweger,22,ANA,D,"$844,167",,,,76,68,16.75,2.23,0.13,19.12,8,20,28,1,8,9,0,0,0,37,80,19,0,0,135,-4,-87,233,13,245,8482803,,67.7,67.7
Victor Olofsson,30,COL,"LW,RW","$1,575,000",,,,70,61,11.67,1.76,0,13.44,13,16,29,4,4,8,0,0,0,23,16,9,0,3,111,5,-636,569,-323,200,8478109,,60.6,60.6
Ville Koivunen,22,PIT,RW,"$805,833",,,,76,66,12.92,0.51,0.48,13.9,12,16,28,1,2,3,0,0,0,77,35,23,0,0,97,0,-475,458,-162,204,8482758,,65.8,65.8
Adam Gaudette,29,SJS,"C,RW","$2,000,000",,,,81,69,9.05,1.44,0.05,10.54,16,10,26,3,2,5,0,0,0,51,23,14,166,153,79,-2,-664,586,-352,200,8478874,,69,71.1
Adam Henrique,35,EDM,C,"$3,000,000",,,,79,68,11.69,0.91,1.63,14.24,14,14,28,2,2,4,1,0,1,49,64,15,432,300,91,-1,-565,521,-185,280,8474641,,68.4,68.4
Brad Lambert,22,WPG,C,"$875,000",,,,74,65,12.53,0.48,0.48,13.48,12,15,27,1,1,2,0,0,0,76,33,22,0,7,93,-2,-596,542,-216,193,8483471,,65,65
Cole Reinhardt,25,VGK,LW,"$875,000",,,,74,65,12.34,0.46,0.46,13.26,12,15,27,1,1,2,0,0,0,87,32,22,0,0,89,-1,-526,488,-205,194,8481133,,65,65
Eetu Luostarinen,27,FLA,LW,"$3,000,000",,,,80,69,13.16,0.58,2.22,15.96,12,16,28,1,1,2,1,0,1,145,54,16,56,36,93,3,-362,390,-42,232,8480185,,69.3,69.3
Jaccob Slavin,31,CAR,D,"$6,395,955",,,,80,70,18.14,0.19,2.74,21.07,6,22,28,0,1,1,0,2,2,20,107,7,0,0,111,14,-297,348,-196,222,8476958,,70,71.2
Jake Evans,29,MTL,C,"$2,850,000",,,,82,71,12.7,0.14,2.91,15.76,10,17,27,0,0,0,2,1,3,86,59,17,513,448,75,-5,-607,547,-227,267,8478133,,71,71
Jeffrey Viel,29,BOS,LW,"$875,000",,,,74,63,12.76,0.46,0.48,13.71,12,15,27,1,1,2,0,0,0,117,34,25,0,6,92,0,-429,438,-108,206,8479705,,63.2,63.2
Mavrik Bourque,24,DAL,"C,RW","$950,000",,,,75,66,12.13,0.74,0.61,13.48,13,14,27,1,2,3,0,0,0,40,37,8,78,107,87,0,-694,596,-381,187,8482145,,65.9,65.9
Michael Brandsegg-Nygard,20,DET,RW,"$875,000",,,,74,65,12.19,0.67,0.4,13.27,11,15,26,1,2,3,0,0,0,124,34,22,0,0,96,-2,-426,436,-114,208,8484794,,65,65
Noah Philp,27,EDM,C,"$875,000",,,,74,64,12.42,0.43,0.13,12.98,12,14,26,1,1,2,0,0,0,87,29,22,115,96,88,-3,-612,550,-232,208,8481491,,64.1,64.1
Parker Ford,25,WPG,C,"$875,000",,,,74,65,12.64,0.48,0.52,13.63,12,15,27,1,1,2,0,0,0,87,34,24,37,23,94,-1,-553,513,-172,207,8484135,,65,65
Scott Laughton,31,TOR,"C,LW","$3,000,000",,,,80,69,12.57,0.65,1.56,14.78,12,15,27,1,2,3,2,1,3,142,47,34,257,247,110,-5,-216,298,105,278,8476872,,70,69.3
Brandon Saad,33,VGK,LW,"$2,000,000",,,,75,66,13.14,0.69,0.62,14.45,13,14,27,1,1,2,0,1,1,15,23,9,5,17,97,0,-779,634,-459,174,8476438,,65.9,65.9
Brett Howden,27,VGK,"C,LW","$2,500,000",,,,79,69,12.97,0.27,1.01,14.25,14,13,27,1,1,2,0,1,1,105,47,28,195,140,85,0,-399,412,-78,241,8479353,,69.4,69.4
Danila Yurov,22,MIN,C,"$950,000",,,,76,66,12.01,0.48,0.42,12.91,11,14,25,1,1,2,0,0,0,78,32,21,79,103,87,-5,-650,577,-269,192,8483525,,65.8,65.8
David Tomasek,29,EDM,RW,"$1,200,000",,,,72,62,11.78,1.03,0.43,13.24,12,15,27,2,3,5,0,0,0,68,32,23,8,29,92,0,-502,477,-190,195,8485493,,62.3,62.3
Erik Haula,34,NSH,"C,LW","$3,150,000",,,,78,68,12.48,0.79,1.68,14.95,12,15,27,2,2,4,0,1,1,100,40,39,414,357,103,-2,-286,340,35,291,8475287,,67.5,67.5
Filip Hallander,25,PIT,C,"$875,000",,,,74,64,12.14,0.47,0.62,13.23,11,14,25,1,1,2,0,1,1,59,30,21,1,1,92,-1,-683,592,-303,183,8480842,,64.1,64.1
Jack Finley,23,TBL,C,"$875,000",,,,74,65,12.26,0.47,0.47,13.2,12,15,27,1,1,2,0,0,0,91,32,23,93,99,92,-1,-563,519,-183,211,8482090,,65,65
James van Riemsdyk,36,DET,LW,"$1,000,000",,,,73,64,10.94,1.12,0,12.07,11,16,27,1,2,3,0,0,0,20,21,19,8,7,81,3,-727,613,-406,167,8474037,,64.1,64.1
Jett Luchanko,19,PHI,C,"$875,000",,,,74,66,12.17,0.45,0.46,13.09,11,15,26,1,1,2,0,0,0,77,34,23,65,59,88,-2,-613,552,-232,198,8484779,,65.9,65.9
Jordan Spence,24,OTT,D,"$1,500,000",,,,79,68,15.91,1.04,0.46,17.41,4,22,26,1,5,6,0,0,0,74,68,11,0,0,88,13,-298,349,-197,200,8481606,,68.4,68.4
Justin Brazeau,27,PIT,RW,"$1,500,000",,,,74,64,11.4,1.05,0.02,12.47,14,13,27,3,2,5,0,0,0,108,42,9,2,5,84,-1,-509,480,-196,198,8479638,,64.1,64.1
Martin Pospisil,26,CGY,"C,RW","$1,000,000",,,,78,68,12.94,0.78,0.05,13.77,9,17,26,2,2,4,0,0,0,252,24,57,53,76,107,-1,104,162,417,268,8481028,,68,67.5
Mason Appleton,30,DET,"C,RW","$2,900,000",,,,80,70,13.2,0.25,1.18,14.63,11,15,26,1,1,2,0,1,1,74,30,18,4,10,95,1,-586,532,-274,191,8478891,,70.2,70.2
Mason Geertsen,30,BUF,D,"$875,000",,,,74,65,12.07,0.45,0.45,12.98,11,15,26,1,1,2,0,0,0,96,31,26,0,0,87,-1,-283,336,-182,193,8477419,,65,65
Matt Grzelcyk,32,CHI,D,$1,,,,78,68,16.18,1.54,0.53,18.25,3,23,26,1,8,9,0,0,0,33,77,19,0,0,75,4,-284,337,-183,184,8476891,,68.5,68.5
Matt Savoie,22,EDM,"C,RW","$886,666",,,,74,64,12.33,0.55,0.64,13.52,11,14,25,1,2,3,0,1,1,59,34,20,1,4,93,-4,-595,541,-283,185,8483512,,64.1,64.1
Michael Rasmussen,26,DET,"C,LW","$3,200,000",,,,77,68,11.32,0.9,1.1,13.33,13,14,27,2,2,4,0,1,1,109,57,29,190,148,86,-3,-327,366,-6,245,8479992,,67.6,67.6
Nic Dowd,35,WSH,C,"$3,000,000",,,,80,70,12.46,0.09,2.38,14.93,12,15,27,0,0,0,1,0,1,119,66,31,484,485,70,4,-414,422,-34,275,8475343,,70.2,70.2
Nicholas Robertson,24,TOR,RW,"$1,825,000",,,,73,63,10.92,1.09,0.07,12.08,14,13,27,2,2,4,0,0,0,71,27,10,2,5,109,-1,-581,531,-268,204,8481582,,63.2,63.2
Nikita Chibrikov,22,WPG,RW,"$875,000",,,,74,65,12.26,0.46,0.45,13.17,12,14,26,1,1,2,0,0,0,85,34,24,0,0,88,-2,-517,484,-205,192,8482787,,65,65
Noah Ostlund,21,BUF,C,"$875,000",,,,74,65,12.51,0.46,0.46,13.44,12,15,27,1,1,2,0,0,0,76,35,22,50,99,92,-1,-592,537,-212,198,8483500,,65,65
Ondrej Palat,34,NJD,LW,"$6,000,000",,,,76,67,12.14,0.91,0.32,13.36,10,15,25,1,2,3,0,0,0,103,52,11,2,15,79,-2,-562,518,-242,185,8476292,,66.7,66.7
Ozzy Wiesblatt,23,NSH,RW,"$875,000",,,,74,64,12.19,0.44,0.45,13.08,11,15,26,1,1,2,0,0,0,106,33,23,0,10,89,-1,-487,467,-174,195,8482103,,64.1,64.1
Philip Tomasino,24,PIT,"C,RW","$1,750,000",,,,63,55,11.98,1.44,0,13.42,11,15,26,3,4,7,0,0,0,54,27,10,8,9,87,-4,-649,576,-337,178,8481577,,54.5,54.5
Rasmus Sandin,25,WSH,D,"$4,600,000",,,,80,70,17.08,1.1,0.65,18.83,5,22,27,0,5,5,0,0,0,95,98,20,0,0,70,7,-127,251,-27,205,8480873,,71,70.2
Samuel Honzek,21,CGY,C,"$875,000",,,,74,64,12.05,0.44,0.69,13.18,11,15,26,1,1,2,0,1,1,98,32,20,0,0,93,-1,-588,533,-208,196,8484180,,64.1,64.1
Sonny Milano,29,WSH,LW,"$1,900,000",,,,70,61,11.23,0.95,0,12.17,12,14,26,2,3,5,0,0,0,31,18,11,5,5,62,1,-802,642,-482,148,8477947,,61.5,61.5
Trent Frederic,27,EDM,"C,LW,RW","$3,850,000",,,,76,66,12.24,0.79,0.37,13.4,12,13,25,2,2,4,0,0,0,159,34,42,106,109,92,-4,-208,295,105,238,8479365,,65.8,65.8
Zakhar Bardakov,24,COL,C,"$875,000",,,,74,64,12,0.45,0.45,12.9,11,15,26,1,1,2,0,0,0,84,31,21,44,62,88,-2,-623,559,-243,193,8482947,,64.1,64.1
Zayne Parekh,19,CGY,D,"$942,500",,,,76,66,16.04,2.06,0.42,18.52,6,21,27,1,7,8,0,0,0,46,73,29,0,0,99,-1,-128,252,-27,214,8484768,,65.8,65.8
Arshdeep Bains,25,VAN,LW,"$875,000",,,,74,64,11.62,0.47,0.5,12.59,10,14,24,1,1,2,0,0,0,75,29,21,8,25,83,0,-633,564,-312,176,8483395,,64.1,64.1
Artyom Levshunov,20,CHI,D,"$975,000",,,,78,68,16.58,1.53,0.09,18.2,4,21,25,1,6,7,0,0,0,71,71,26,0,0,82,-5,-194,285,-93,193,8484783,,68.5,68.5
Brandt Clarke,22,LAK,D,"$863,334",,,,72,62,14.73,1.7,0.03,16.46,6,20,26,1,7,8,0,0,0,24,90,29,0,0,105,2,-122,250,-21,220,8482730,,62.3,62.3
Cody Glass,26,NJD,"C,RW","$2,500,000",,,,75,66,11.69,0.97,0.81,13.47,11,14,25,2,2,4,0,0,0,50,35,22,254,300,100,-1,-567,526,-254,226,8479996,,68,65.9
Hendrix Lapierre,23,WSH,C,"$850,000",,,,75,66,10.02,0.67,0,10.69,9,16,25,1,2,3,0,0,0,48,33,9,100,142,63,-1,-846,661,-466,159,8482148,,65.9,65.9
Isaac Howard,21,EDM,LW,"$950,000",,,,75,65,11.9,0.46,0.41,12.77,11,13,24,1,1,2,0,0,0,60,30,23,0,0,89,-2,-628,562,-307,179,8483455,,64.9,64.9
Jack Drury,25,COL,C,"$1,725,000",,,,78,68,11.53,0.82,1.2,13.56,10,15,25,2,3,5,0,1,1,37,43,24,414,323,103,3,-604,545,-224,270,8480835,,67.5,67.5
Joel Armia,32,LAK,RW,"$2,500,000",,,,77,67,11.22,0.81,2.27,14.29,11,15,26,1,2,3,1,1,2,67,34,23,10,12,96,-3,-534,496,-222,195,8476469,,66.7,66.7
Justin Hryckowian,24,DAL,C,"$875,000",,,,74,65,11.64,0.44,0.43,12.51,11,13,24,1,1,2,0,0,0,87,31,24,10,14,85,-2,-631,563,-250,184,8484829,,65,65
Mason Lohrei,25,BOS,D,"$3,200,000",,,,74,63,16.51,1.85,0.31,18.67,5,21,26,2,9,11,0,0,0,28,87,16,0,0,72,-10,-260,323,-159,180,8482511,,63.2,63.2
Michael Amadio,29,OTT,RW,"$2,600,000",,,,78,68,13.17,0.47,0.47,14.12,12,14,26,1,1,2,0,0,0,86,43,14,33,27,88,5,-565,520,-252,199,8478020,,67.5,67.5
Nick Foligno,38,CHI,"C,LW","$4,500,000",,,,76,67,12.12,0.86,1.94,14.93,11,15,26,2,3,5,1,0,1,160,36,40,303,299,82,-12,-220,300,101,257,8473422,,66.7,66.7
Nikita Grebenkin,22,PHI,RW,"$875,000",,,,74,66,11.88,0.43,0.43,12.75,11,15,26,1,1,2,0,0,0,85,31,28,10,0,84,-3,-508,479,-195,190,8483733,,65.9,65.9
Oliver Kapanen,22,MTL,C,"$925,000",,,,76,66,10.13,1.17,0.54,11.83,12,14,26,3,4,7,0,0,0,23,31,10,106,120,85,-2,-769,632,-389,186,8482775,,65.8,65.8
Ryan Greene,22,CHI,C,"$875,000",,,,74,65,11.85,0.52,0.66,13.03,11,15,26,1,2,3,0,1,1,71,32,21,116,113,82,-1,-646,575,-266,199,8483450,,65,65
Ryan McDonagh,36,TBL,D,"$6,750,000",,,,80,70,17.74,0.34,2.74,20.82,4,21,25,0,2,2,0,1,1,24,127,16,0,0,67,11,-294,345,-193,187,8474151,,70.2,70.2
Ryan Winterton,22,SEA,C,"$875,000",,,,74,65,12.42,0.41,0.61,13.43,11,14,25,1,1,2,0,0,0,73,33,23,0,0,90,-1,-635,568,-254,187,8482751,,65,65
Adam Lowry,32,WPG,C,"$3,250,000",,,,68,60,13.05,0.19,0,13.24,11,14,25,0,0,0,0,0,0,113,34,22,398,347,74,4,-620,558,-239,247,8476392,,70,59.7
Bradly Nadeau,20,CAR,RW,"$875,000",,,,74,66,12.8,0.54,0.49,13.83,13,16,29,1,2,3,0,0,0,86,36,23,0,0,97,-1,-435,439,-122,209,8484203,,65.9,65.9
Brian Halonen,27,NJD,LW,"$875,000",,,,74,65,11.72,0.43,0.43,12.58,11,14,25,1,1,2,0,0,0,113,30,22,0,0,84,-2,-524,486,-203,189,8483531,,65,65
